id,name,url,slug,type,country,continent,description,video,heroimage,trip advisor URL,trip advisor rating,trip advisor review total,trip advisor review URL,trip advisor description
17A6168E-57B3-48D8-991D-B4883963B7FA,Vienna,https://www.urbanadventures.com/en/vienna,/vienna,City,Austria,Europe,"Karl Kraus once said, ìThe streets of Vienna are paved with culture. Streets of other cities with asphalt.î This imperial gem represents an extraordinarily romantic marriage of architectural grandeur and cutting-edge style on the banks of the blue Danube. From world-class opera and classical music to an opulent coffeehouse culture, glorious parks, and a food scene that is positively buzzing, Vienna is a city to be celebrated and savoured. After a day of taking in all the incredible sights and tastes, you will be singing ëOh Vienna!í before you know it.",,https://cdn.ventrata.com/image/upload/s--thY4N_Uz--/v1744820744/keofhot9fidpwv0k1sia.jpg,https://www.tripadvisor.com.au/Attraction_Review-g190454-d23398898-Reviews-Intrepid_Urban_Adventures_Vienna-Vienna.html,4.9,700 reviews,https://www.tripadvisor.com.au/Attraction_Review-g190454-d23398898-Reviews-Intrepid_Urban_Adventures_Vienna-Vienna.html#REVIEWS,"Intrepid has been taking travellers around the globe since 1989. With locally based leaders out front of every adventure, they have more than 1000 immersive trips in over 100 countries to choose from. More than just good views and great times, these adventures connect you to the places you go, the people you meet along the way and the communities at the heart of every Intrepid experience."
29C8F502-B4E7-4295-B9E1-1F0F052434AD,Bali,https://www.urbanadventures.com/en/bali,/bali,City,Indonesia,Asia,"Oh, beautiful Bali. With your cliffside temples, colourful festivals, gorgeous beaches, and kind, caring culture, is there any place on Earth more romantic? Surf fanatics, adventure hunters, honeymooning couples, culture junkies, spiritual seekers, and party-loving backpackers all adore this Indonesian island that defines paradise. Hit the wild waves of Kuta or explore the rich arts scene of Ubud, head north to hike the volcanic trails of Batur or Agung or visit the Balinese Hindu temples that celebrate a religion found nowhere else in the world.",,https://cdn.ventrata.com/image/upload/s--jCPFAhX7--/v1744800382/siwep5laxouhkxgyiyuj.jpg,https://www.tripadvisor.com.au/Attraction_Review-g469404-d23378701-Reviews-Intrepid_Urban_Adventures_Bali-Seminyak_Kuta_District_Bali.html,4.6,19 reviews,https://www.tripadvisor.com.au/Attraction_Review-g469404-d23378701-Reviews-Intrepid_Urban_Adventures_Bali-Seminyak_Kuta_District_Bali.html#REVIEWS,"Intrepid has been taking travellers around the globe since 1989. With locally based leaders out front of every adventure, they have more than 1000 immersive trips in over 100 countries to choose from. More than just good views and great times, these adventures connect you to the places you go, the people you meet along the way and the communities at the heart of every Intrepid experience."
81BFA1B3-38ED-4715-A8DD-9B77198B59C3,Bangkok,https://www.urbanadventures.com/en/bangkok,/bangkok,City,Thailand,Asia,"Dodge the typical tourist traps and adventure Bangkok with our local guides as they show you the unique sights, hidden gems, and busy back streets of the ëVenice of the Eastí. Our tours in Bangkok explore the back streets by bike, the markets of Chinatown by foot, and canals by longtail boat. Youíll leave the city filled with local Bangkok knowledge, and know more about this dynamic metropolis than any other tourist in town.",,https://cdn.ventrata.com/image/upload/s--ediGv50z--/v1744802194/mpvzaaws1lyjbgpeg4vd.jpg,https://www.tripadvisor.com.au/Attraction_Review-g293916-d1829574-Reviews-Bangkok_Urban_Adventures-Bangkok.html,4.8,383 reviews,https://www.tripadvisor.com.au/Attraction_Review-g293916-d1829574-Reviews-Bangkok_Urban_Adventures-Bangkok.html#REVIEWS,"The Bangkok Urban Adventures team are passionate about their home town - the City of Angels, and as part of the Urban Adventures network we cannot wait to bring this passion and local knowledge to you. Step into the lives of locals, find out what makes the city tick, and get acquainted with the food, culture, and traditions of Bangkok. Our local expert guides are looking forward to sharing your Best. Day. Ever."
7DD2094C-CED5-487F-B6D6-3285A4102633,Delhi,https://www.urbanadventures.com/en/delhi,/delhi,City,India,Asia,"To visit Delhi is to treat and torture your senses both at the same time. With so much going on in this chaotic, explosive city, a local guide should almost be a requirement. Join a local on one of our tours in Delhi to see the sights, taste the bites, and discover just what it is that makes the incredible city of New Delhi tick.",,https://cdn.ventrata.com/image/upload/s--7OFmFhiM--/v1744814873/sdudccjhbiyupzv82zzj.jpg,https://www.tripadvisor.com.au/Attraction_Review-g304551-d1849117-Reviews-Delhi_Urban_Adventures-New_Delhi_National_Capital_Territory_of_Delhi.html,,,,
098B94FC-B908-4487-9997-1BFB7DA6ACF9,Hanoi,https://www.urbanadventures.com/en/hanoi,/hanoi,City,Vietnam,Asia,"Love it or loathe it, thereís no denying it ó Hanoi is intense. Think street vendors calling, horns honking, and webs of traffic like youíve never experienced. But dig beneath the crowds and chaos and youíll find an enchanting city where a rich history melds with a complicated modernity. From Parisian architecture to busy markets to ancient temples to Communist landmarks, Hanoi has it all wrapped up in a package of sensory overload. Explore the city on a Hanoi tour and get the local scoop on this much-loved destination.",,https://cdn.ventrata.com/image/upload/s--Y9gUYzVF--/v1744816075/podze66kgx2jqxvsy2s6.jpg,https://www.tripadvisor.com.au/Attraction_Review-g293924-d1837683-Reviews-Hanoi_Urban_Adventures-Hanoi.html,4.8,"1,829 reviews",https://www.tripadvisor.com.au/Attraction_Review-g293924-d1837683-Reviews-Hanoi_Urban_Adventures-Hanoi.html#REVIEWS,"Hanoi Urban Adventures offers unique and authentic day tours around Hanoi. They range from 2 hour to 1 day adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Hanoi. Our local expert guides will provide the knowledge and lead you through a fantastic urban experience."
743F678B-67A5-4AAC-90F8-F229E40B7C88,Ho Chi Minh City,https://www.urbanadventures.com/en/ho-chi-minh-city,/ho-chi-minh-city,City,Vietnam,Asia,"For most travellers, Ho Chi Minh City (affectionately still called Saigon by locals) is primarily the gateway to the Mekong Delta and nearby Cu Chi Tunnels ó both of which we highly recommend ó but there are also lots of fantastic things to explore within the city limits. From the heartbreaking War Remnants Museum to luxe shopping strips, gourmet restaurants to delectable street stalls, HCMC is a taste of all Vietnam has to offer. Get the local experience downtown or in the countryside on a Ho Chi Minh tour.",,https://cdn.ventrata.com/image/upload/s--Wcsbjhzl--/v1744816984/jztpqkdbesglosfzaicf.jpg,https://www.tripadvisor.com.au/Attraction_Review-g293925-d1837685-Reviews-Ho_Chi_Minh_City_Urban_Adventures-Ho_Chi_Minh_City.html,4.8,"4,277 reviews",https://www.tripadvisor.com.au/Attraction_Review-g293925-d1837685-Reviews-Ho_Chi_Minh_City_Urban_Adventures-Ho_Chi_Minh_City.html#REVIEWS,"Ho Chi Minh City Urban Adventures offers unique and authentic day tours around Ho Chi Minh City. They range from 2 hour to 1 day adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Ho Chi Minh City. A local expert guide will provide the knowledge and lead you through a fantastic urban experience."
6715CE23-21AD-4633-A964-5F69EEBCAA84,Hoi An,https://www.urbanadventures.com/en/hoi-an,/hoi-an,City,Vietnam,Asia,"Oh Hoi An, how we love thee. This pretty city ó seemingly too charming to be real ó is the place you see in your daydreams when you think of Vietnam. From wandering the narrow streets of the ancient town (a UNESCO Heritage site), to biking past rice paddies in the countryside, to taking one of the regionís delectable cooking classes, thereís no shortage of things to see and do in Hoi An. But if you need some help narrowing it down, we can guide you on one of our Hoi An city tours.",,https://cdn.ventrata.com/image/upload/s--Wyd6rdiR--/v1744817660/t3w0idsbcimjlc34lr7f.jpg,https://www.tripadvisor.com.au/Attraction_Review-g298082-d1950107-Reviews-Hoian_Urban_Adventures-Hoi_An_Quang_Nam_Province.html,,,,
14E24DE5-EEE4-4E28-89AF-EE6993477CBD,Istanbul,https://www.urbanadventures.com/en/istanbul,/istanbul,City,Turkey,Asia,"Byzantium, Constantinople, Stamboul, IstanbulÖ It may seem like this city has had a bit of an identity crisis, but when youíve lived for 2,500 years, youíre bound to go through a few reincarnations. Yet, no matter what name this bi-continental city has taken, its ability to dazzle has remained the same. From the exotic Spice Bazaar to incredible skylines dotted with minarets to the breathtaking Bosphorus, itís no wonder Istanbul enchants all who visit. And while youíll have no trouble finding plenty of nooks and crannies to explore, we recommend checking out the local scene with an Istanbul city tour.",,https://cdn.ventrata.com/image/upload/s--6Q9wN0LS--/v1744817546/p3tzl9idrfka5itqwjsm.jpg,https://www.tripadvisor.com.au/Attraction_Review-g293974-d1849996-Reviews-Intrepid_Urban_Adventures-Istanbul.html,4.7,501 reviews,https://www.tripadvisor.com.au/Attraction_Review-g293974-d1849996-Reviews-Intrepid_Urban_Adventures-Istanbul.html#REVIEWS,
FD2875FE-3D87-4DE7-9046-F3A9FB2FF51F,Kathmandu,https://www.urbanadventures.com/en/kathmandu,/kathmandu,City,Nepal,Asia,"Prepare yourself for a sensory overload, because Kathmandu is the very definition. At every turn you encounter rich culture, hidden temples, colourful bazaars, and the friendliest, warmest of welcomes. Travel to Kathmandu with Urban Adventures to see the incredible Kathmandu with a local. Whether youíre an urban explorer or intrepid adrenaline junkie, weíve got just the Kathmandu tour for you.",,https://cdn.ventrata.com/image/upload/s--O9uKnTLX--/v1744817761/jzmi2l8f846kyolttcl4.jpg,https://www.tripadvisor.com.au/Attraction_Review-g293890-d1850066-Reviews-Kathmandu_Urban_Adventures-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,4.9,479 reviews,https://www.tripadvisor.com.au/Attraction_Review-g293890-d1850066-Reviews-Kathmandu_Urban_Adventures-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html#REVIEWS,"Kathmandu Urban Adventures offers unique and authentic day tours around Kathmandu. They range from 2 hour to 1 day adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Kathmandu. A local expert guide will provide the knowledge and lead you through a fantastic urban experience."
981538DE-9942-4565-81CA-71BED6F5A7FA,Tokyo,https://www.urbanadventures.com/en/tokyo,/tokyo,City,Japan,Asia,"Tokyo may as well be the definition of the word ëcityí. The monumental capital of Japan is teeming with life, and if you donít have a local to show you round youíll probably miss most of it. Visit Tokyo with Urban Adventures to discover a slice of live in this mega-metropolis, and discover what itís like to live in Tokyo. Weíre especially infatuated with the cuisine, so if youíre foodie, pay attention!",,https://cdn.ventrata.com/image/upload/s--VOJZKmgi--/v1744821630/ulfz3wg3ebpjidgdbvfc.jpg,https://www.tripadvisor.com.au/Attraction_Review-g1066854-d23892321-Reviews-Intrepid_Urban_Adventures_Tokyo-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,,,,
589742AD-FED0-435B-9F2C-EBAA4D93ACC4,Boston,https://www.urbanadventures.com/en/boston,/boston,City,United States,North America,"Bostonians consider their city to be the best in the world, enjoying a mix of life in a modern metropolis with a rich history going back 400 years and a strong passion for tradition. Boston is the birthplace of the American Revolution, and it shows, boasting an incredibly diverse assortment of people living in 23 neighborhoods that have successfully carved out their own unique identity.† Travelers here are sure to get a better understanding of the city through its people, its sights, and its history.",,https://cdn.ventrata.com/image/upload/s--v2UghDNI--/v1744705476/lbzet1biazjkdmbrt5zs.jpg,https://www.tripadvisor.com.au/Attraction_Review-g60745-d23471903-Reviews-Intrepid_Urban_Adventures_Boston-Boston_Massachusetts.html,4.9,"2,423 reviews",https://www.tripadvisor.com.au/Attraction_Review-g60745-d23471903-Reviews-Intrepid_Urban_Adventures_Boston-Boston_Massachusetts.html#REVIEWS,"Intrepid has been taking travellers around the globe since 1989. With locally based leaders out front of every adventure, they have more than 1000 immersive trips in over 100 countries to choose from. More than just good views and great times, these adventures connect you to the places you go, the people you meet along the way and the communities at the heart of every Intrepid experience."
C129084E-E25C-4CA3-BD86-2A78DA320783,Chicago,https://www.urbanadventures.com/en/chicago,/chicago,City,United States,North America,"Chicago is a lively city bursting with distinguished architecture, diverse neighborhoods, and a rich culture of food, history, and music throughout. Filled with friendly folks from all walks of life, Chicago is a welcoming place to explore and youíll see why millions of people happily call this Midwest metropolis home.",,https://cdn.ventrata.com/image/upload/s--ZHEjO50o--/v1746796504/jgfntlowcjy9mkhzvk66.jpg,https://www.tripadvisor.com.au/Attraction_Review-g35805-d23471901-Reviews-Intrepid_Urban_Adventures_Chicago-Chicago_Illinois.html,4.9,602 reviews,https://www.tripadvisor.com.au/Attraction_Review-g35805-d23471901-Reviews-Intrepid_Urban_Adventures_Chicago-Chicago_Illinois.html#REVIEWS,"Intrepid has been taking travellers around the globe since 1989. With locally based leaders out front of every adventure, they have more than 1000 immersive trips in over 100 countries to choose from. More than just good views and great times, these adventures connect you to the places you go, the people you meet along the way and the communities at the heart of every Intrepid experience."
93B2334E-83AA-474D-95F9-BF875BBCEACE,Denver,https://www.urbanadventures.com/en/denver,/denver,City,United States,North America,"Denver is a magnet for outdoorsy people, with a local community filled with great people who really enjoy where they live, and for good reason. That's because Denver has a booming craft beer scene and food scene and art scene and coffee scene and of course, an outdoors scene!",,https://cdn.ventrata.com/image/upload/s--Uo6OsCba--/v1744706070/ftohepblzq62w8jaekhp.jpg,https://www.tripadvisor.com.au/Attraction_Review-g33388-d23471975-Reviews-Intrepid_Urban_Adventures_Denver-Denver_Colorado.html,4.9,403 reviews,https://www.tripadvisor.com.au/Attraction_Review-g33388-d23471975-Reviews-Intrepid_Urban_Adventures_Denver-Denver_Colorado.html#REVIEWS,"Intrepid has been taking travellers around the globe since 1989. With locally based leaders out front of every adventure, they have more than 1000 immersive trips in over 100 countries to choose from. More than just good views and great times, these adventures connect you to the places you go, the people you meet along the way and the communities at the heart of every Intrepid experience."
77C15FC5-30E0-4A96-A218-D88D1C36606B,Havana,https://www.urbanadventures.com/en/havana,/havana,City,Cuba,North America,"Havanaís often described as being trapped in a time warp, thanks to the cool retro cars prowling the streets and the crumbling mix of colonial and art deco design. But while we love the vintage vibe of Havana, the city also has so much more to explore in the here and now. Take a Havana city tour that will expose you to Afro-Cuban religion, show you the broken beauty that defines the cityís spectacular, UNESCO-designated architecture, and teach you about what remains today of la RevoluciÛn. Then finish it all off, of course, with a mojito in la Habana Vieja.",,https://cdn.ventrata.com/image/upload/s--xnfRLs_l--/v1744716741/chnqc0afl8sr2dbogywx.jpg,https://www.tripadvisor.com.au/Attraction_Review-g147271-d4681838-Reviews-Urban_Adventures-Havana_Ciudad_de_la_Habana_Province_Cuba.html,4.9,366 reviews,https://www.tripadvisor.com.au/Attraction_Review-g147271-d4681838-Reviews-Urban_Adventures-Havana_Ciudad_de_la_Habana_Province_Cuba.html#REVIEWS,"Havana Adventures offers day tours with a local expert guide in Havana. In only a few hours, you‚Äôll uncover back streets and hidden gems as you step into the lives of locals, find out what makes the city tick, and get acquainted with local food, culture, and traditions. This fantastic urban experience is sure to be your best. day. ever. in Havana. Tours of Havana with local expert guides. General and specialist tours including Walking tours of Old Havana, Classic Car Tours, Art Deco in Havana, Cuban Food Tour, Afro-Cuban religion, Baseball, Havana by Night, Hemingway's Havana, and more, as well as custom tours & private tours. A product of Big Planet Adventures Pty Ltd."
1EB36D3B-D2C7-4266-987B-991304C9D434,Mexico City,https://www.urbanadventures.com/en/mexico-city,/mexico-city,City,Mexico,North America,"Explore ancient ruins, local markets, delicious cuisine, traditional mariachi, and even Lucha Libre Mexican wrestling! Many visit Mexico to do a number of these things, but with an Urban Adventures Mexico City tour, you'll discover all of this in the best way possible - with a local. Whether youíre into venturing through Mexicoís history, just kicking back in a cantina with new friends, or screaming at grown men in wrestling masks, weíll surely not disappoint.",,https://cdn.ventrata.com/image/upload/s--Ia6Tg4Iy--/v1744716816/lkj4ug4ympkj53n2l3cz.jpg,https://www.tripadvisor.com.au/Attraction_Review-g150800-d23358033-Reviews-Intrepid_Urban_Adventures_Mexico_City-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4.8,468 reviews,https://www.tripadvisor.com.au/Attraction_Review-g150800-d23358033-Reviews-Intrepid_Urban_Adventures_Mexico_City-Mexico_City_Central_Mexico_and_Gulf_Coast.html#REVIEWS,"Intrepid has been taking travellers around the globe since 1989. With locally based leaders out front of every adventure, they have more than 1000 immersive trips in over 100 countries to choose from. More than just good views and great times, these adventures connect you to the places you go, the people you meet along the way and the communities at the heart of every Intrepid experience."
